Tail	Head	Distribution	Parameters
707	638	lognorm	(0.7843222560000424, -0.027088337574509534, 3.9684905599432265)
708	162	lognorm	(0.858342109392981, 0.023985022223024996, 3.6482259841742906)
708	388	lognorm	(0.8107293707126999, 0.02878843696153517, 3.415634967533862)
708	709	lognorm	(0.7630073213677018, -0.08520818852677065, 3.6654763179077303)
708	714	lognorm	(0.8523583928644048, 0.03453971022977036, 3.470995424649707)
708	913	lognorm	(0.8581922745584443, 0.1015262018574428, 3.339645678679516)
709	163	lognorm	(0.8592835960805849, 0.059494284471714565, 3.511648301667827)
709	391	lognorm	(0.8198452442345651, 0.08081173258161728, 3.6630985966019)
709	708	lognorm	(0.8573342808464312, 0.07631415321317252, 3.538537702089597)
709	711	lognorm	(0.8059269338860405, -0.08091260780576787, 3.8756802057571216)
709	713	lognorm	(0.8517077571695548, -0.00499633020863865, 3.444188200860811)
709	803	lognorm	(0.7921054580359111, 0.0011174908923288524, 3.651638815024428)
710	164	lognorm	(0.8037146526494496, -0.07237142582228337, 3.6944767464243222)
710	584	gamma	(5.273216713281245, 75.38073498623972, 30.71351098945059)
710	712	lognorm	(0.211983959387331, -0.534708814743571, 22.400759039335398)
710	806	lognorm	(0.462633767214617, -0.4501542172435091, 8.908799835281403)
711	165	lognorm	(0.8180492638264991, -0.03855828661045323, 3.685530199458494)
711	709	lognorm	(0.8264977561530243, 0.2373953151512096, 3.5836052397774276)
711	713	gamma	(9.523368465410828, 20.69313397935759, 14.79826816862581)
711	807	lognorm	(0.7765115496859898, 0.07757303663046011, 4.063551659177394)
712	166	lognorm	(0.8333885274437374, 0.09273774926020409, 3.3949379021088584)
712	393	gamma	(4.565236200252594, 1.831121485710009, 2.295457441209976)
712	584	lognorm	(0.47067849540090334, -0.2892086844880284, 8.900189014580455)
712	710	lognorm	(0.7947844075436887, 0.11810348626742936, 3.5050397482001094)
712	713	lognorm	(0.7161750388761454, 0.058243077750885774, 5.133652043650631)
713	167	lognorm	(0.8012140981680254, -0.03569113396130916, 3.5350406176293045)
713	392	gamma	(5.877515417579028, 11.59872972286118, 3.022894665849133)
713	709	lognorm	(0.8070608258869874, -0.031208180665548216, 3.6164564771910976)
713	711	lognorm	(0.33072278306381764, 0.31465832537146, 13.983842997106752)
713	712	gamma	(10.458768632603366, 9.087041479210294, 1.5339173605494394)
713	716	lognorm	(0.856150802077371, 0.19083073019874475, 3.385946826924639)
714	168	lognorm	(0.850922005127324, 0.02930705158033297, 3.4246648233994246)
714	708	lognorm	(0.7662604983366058, -0.1343993740343692, 3.883088901289545)
714	715	lognorm	(0.8064416791883517, -0.036383673391613025, 3.550311861487663)
714	720	lognorm	(0.8407878382174101, 0.08561869587236558, 3.425527692111147)
714	913	lognorm	(0.8454980220004779, 0.017105367465846146, 3.5176955135295147)
715	169	lognorm	(0.8196648038128509, -0.012717282716543956, 3.6499771131588052)
715	391	lognorm	(0.8566979249196207, -0.022980378261884024, 3.5791527356710047)
715	714	lognorm	(0.8525396585835967, -0.03569775797181929, 3.6254512216046164)
715	717	lognorm	(0.8503851481576583, 0.08883866357522854, 3.5407983411523576)
715	719	lognorm	(0.849936418020596, 0.0390844740975604, 3.4286223960873956)
715	721	lognorm	(0.8084502363396815, 0.04480849616541585, 4.034037788606722)
716	170	lognorm	(0.8378109092901649, 0.06087837463345572, 3.5843705356065785)
716	393	lognorm	(0.19091439399802368, -1.8822520992913976, 28.581062455782483)
716	601	lognorm	(0.7909346897794941, 0.03579500333900437, 3.955815577810059)
716	713	lognorm	(0.8494099711619107, 0.011142182787798605, 3.445034051225379)
716	717	lognorm	(0.7992702108878431, -0.0687178410539371, 3.553369336412292)
716	718	lognorm	(0.8315424444103912, 0.14883752537144623, 3.643237406526274)
717	171	lognorm	(0.7959589301063552, -0.03510187435741633, 3.4899467449772645)
717	392	lognorm	(0.41633765816266644, -0.18925128029102978, 10.3805376772604)
717	715	lognorm	(0.7669678848064114, -0.1490287247716671, 3.847076941522171)
717	716	lognorm	(0.8606054044424623, 0.06107737461197332, 3.703874716278091)
717	719	lognorm	(0.6062208508036652, 0.009826311233536604, 6.354869655215934)
718	172	lognorm	(0.7995775423473959, -0.09074876228304943, 3.6672567592621577)
718	603	lognorm	(0.21186144357362136, -1.304522872361627, 52.01584307795213)
718	716	lognorm	(0.7705989761032256, -0.06595888434229624, 3.7819172733949102)
718	719	lognorm	(0.6818051919442021, 0.31957302282465894, 5.529300181113213)
718	722	lognorm	(0.2737259958896277, 0.4998128800941626, 17.318736287202025)
719	173	lognorm	(0.8660983895089469, 0.02410453371575757, 3.5756950122019)
719	715	lognorm	(0.7925817702445465, 0.021957265995392192, 3.575312287351339)
719	717	lognorm	(0.6576547323160657, -0.16963080512794693, 5.429885474419198)
719	718	lognorm	(0.27690602795112496, -0.12975498267063124, 17.462510362273278)
719	723	lognorm	(0.6203674677385878, -0.3662941190273039, 5.5571845235568365)
720	174	lognorm	(0.8429325272542514, 0.03474763085993446, 3.6763798047071363)
720	714	lognorm	(0.8123388593204484, -0.05423897531344032, 3.60614438938273)
720	721	lognorm	(0.8352469295414671, 0.04689642564302349, 3.5441769916871753)
720	726	lognorm	(0.880054795040361, 0.1206379864031688, 3.4146072411927086)
720	913	lognorm	(0.8027719782125344, -0.08144997518553027, 3.7952031596097084)
721	175	lognorm	(0.7789700990674742, -0.10211551333013721, 3.6818599510492565)
721	715	lognorm	(0.8168171041833074, 0.0011674050986983063, 3.5744829270087313)
721	720	lognorm	(0.8419370942120035, 0.026463345491628303, 3.5971448038179457)
721	723	lognorm	(0.7346008443438323, 0.04696732925820361, 4.530267976562543)
721	725	lognorm	(0.6564684561908459, -0.07542582103445483, 5.32260206051914)
721	727	lognorm	(0.8167099261865876, 0.0663013602120863, 3.6178047808979086)
722	176	lognorm	(0.8537228082959063, 0.06598013288057494, 3.639502275547973)
722	672	lognorm	(0.25204651666522393, 2.6775976794142897, 72.48092521297039)
722	718	lognorm	(0.501198239314807, 0.5109981451952709, 8.340125344125925)
722	723	lognorm	(0.8370124216145087, 0.08440169416490709, 3.5764615129157873)
722	724	gamma	(11.08285674908073, 12.782348446461896, 6.888315728255941)
723	177	lognorm	(0.8234696234670855, -0.08791379130672694, 3.5475037434110948)
723	719	lognorm	(0.7435737990093052, 0.0008573678265916876, 4.383413982140231)
723	721	lognorm	(0.7900577307701004, -0.11449493311053258, 3.5927353976836756)
723	722	lognorm	(0.8362877257626757, -0.014098913978236783, 3.4821412115725447)
723	725	lognorm	(0.5992471025358257, -0.041692920473493614, 6.679439815519855)
724	178	lognorm	(0.8697920418828555, 0.03631047618263886, 3.6361799419466996)
724	674	lognorm	(0.2526244424308353, -2.609071594206638, 18.56250173027169)
724	722	lognorm	(0.16494787764831437, -2.4826448491706437, 33.26742912374185)
724	725	lognorm	(0.8388948221273952, -0.006731265034015568, 3.6444494372178697)
724	728	lognorm	(0.6242101974944325, 0.03834568820024039, 5.927526010100552)
725	179	lognorm	(0.8440050356671219, 0.0721587062110653, 3.507559690517432)
725	721	lognorm	(0.8458186810614798, 0.01487673112077604, 3.527737466081156)
725	723	lognorm	(0.7592567930205842, -0.04886397637046038, 3.660866229617155)
725	724	lognorm	(0.43844381812421074, -0.2697357110424857, 9.162891305336787)
725	729	lognorm	(0.8742536599431185, 0.09739650254594323, 3.527384008912472)
726	180	lognorm	(0.8704358700652841, 0.06194848400169273, 3.4470662942640233)
726	416	lognorm	(0.8338310967123614, -0.021794361564030466, 3.482341397753949)
726	720	lognorm	(0.8618076884954933, 0.04295730388374848, 3.337880786869242)
726	727	lognorm	(0.8223989534701789, -0.035452127959288114, 3.4546286395316823)
726	913	lognorm	(0.8285443073762809, -0.03152185726391006, 3.6382748654451262)
727	181	lognorm	(0.8230088897510297, 0.03628282341379524, 3.3389198698169267)
727	415	lognorm	(0.8527271802973475, 0.1739016465898158, 3.3091253339535727)
727	721	lognorm	(0.7921826734924293, -0.02960736434950443, 3.514042861301845)
727	726	lognorm	(0.8331631363386569, 0.015186201837358727, 3.5339598393498406)
727	729	lognorm	(0.5742052228156931, 0.5201312709238253, 6.849081057126783)
727	731	lognorm	(0.7409083208351411, -0.029067048887262907, 3.856284767024426)
728	182	lognorm	(0.8418540839496893, 0.023035085728415818, 3.278965775556956)
728	684	lognorm	(0.5004090111339505, -0.06068597834963424, 8.551993983134869)
728	724	lognorm	(0.6885355606336836, 0.029206361364885997, 5.222350520899119)
728	729	lognorm	(0.836603042212936, 0.018969391582281114, 3.5868433093988443)
728	730	lognorm	(0.42291722713312885, -0.9573014504987212, 10.544323780305962)
729	183	lognorm	(0.8286257315571761, -0.07021754184314287, 3.7011045895251393)
729	725	lognorm	(0.8280266321042007, 0.061493549023499475, 3.5114710123740736)
729	727	lognorm	(0.8549435902383269, 0.13384816576009329, 3.5009002473718094)
729	728	lognorm	(0.8414106033057619, 0.08903014965667341, 3.5039376892192236)
729	731	lognorm	(0.8079924110029089, 0.025560064328020406, 3.646887617581334)
730	184	lognorm	(0.8695541818473589, 0.14247633662183196, 3.2684825985102917)
730	413	lognorm	(0.535552242282205, -0.012735384873514003, 7.792688715871325)
730	686	lognorm	(0.20554390529975386, -0.22783284462015263, 48.876516300627486)
730	728	lognorm	(0.3398838915357525, -1.0758761891248056, 13.677177109477963)
730	731	lognorm	(0.8151223487623012, -0.05736992627582345, 3.538640895369226)
731	185	lognorm	(0.8297385146907539, -0.06536951427725327, 3.6672036327899686)
731	414	lognorm	(0.7066434760571934, 0.054011191394680094, 4.918385170158055)
731	727	lognorm	(0.842124438632792, 0.007645391001549658, 3.4360491770023804)
731	729	lognorm	(0.803577449296347, -0.05942899392188014, 3.6190056253381924)
731	730	lognorm	(0.8359594254408191, -0.01004442468364968, 3.720056823636307)
732	186	lognorm	(0.8222719693962977, -0.025380861202474354, 3.4946128045305187)
732	416	lognorm	(0.8398653017477011, 0.12393820264176758, 3.4640592388195426)
732	417	lognorm	(0.8449465431835523, 0.0642059730130922, 3.573455581337531)
732	733	lognorm	(0.8823770254265906, 0.12864349772484296, 3.3713305230055233)
732	864	lognorm	(0.8623402119090584, 0.08773043716449909, 3.3208018104029966)
733	187	lognorm	(0.835455305673911, 0.07165669118111509, 3.36972131250777)
733	415	lognorm	(0.8482846225639884, 0.11768023012453704, 3.2694119992563717)
733	732	lognorm	(0.8528777986139393, -0.007816263779014447, 3.4353935872315455)
733	735	lognorm	(0.21141747995963733, 2.810098663294949, 22.130335882828064)
733	737	lognorm	(0.5447092008543333, 0.01682224457308249, 6.88245705470554)
733	865	lognorm	(0.8513743639889076, 0.0542357322650269, 3.5287247298193085)
734	188	lognorm	(0.7868620428491804, -0.07295106187065806, 3.668125405559533)
734	413	lognorm	(0.6457913847443882, 0.19421213140330934, 5.657135216171543)
734	696	lognorm	(0.22779285468972457, 5.635650153366979, 31.288663902431075)
734	735	lognorm	(0.799212846351551, 0.07913640100850994, 3.5938893327748307)
734	736	lognorm	(0.8057278308388958, 0.05931741501173672, 3.9475709865941653)
735	189	lognorm	(0.8057821338018201, 0.09155108968710729, 3.5202999408373574)
735	414	lognorm	(0.5955151392430972, 0.34212317412916765, 6.404876731980386)
735	733	lognorm	(0.7401199653543564, -0.004931661099409675, 4.481312525115788)
735	734	lognorm	(0.8250694049948928, -0.02490005049010867, 3.9303665868943654)
735	737	lognorm	(0.2883994186817274, -2.0389244548232828, 15.43718949978381)
736	190	lognorm	(0.8623841275322189, 0.12085062533786459, 3.404219832029683)
736	698	lognorm	(0.4610605603227728, -0.29081609217355064, 9.207881396897829)
736	734	lognorm	(0.5881247755117212, 0.05386047620689188, 6.700340400412053)
736	737	lognorm	(0.7633848347423315, -0.13738127491572683, 3.9175092057288907)
736	866	lognorm	(0.7951617505268391, -0.01178626929453479, 3.971417833538048)
737	191	lognorm	(0.8344634555692569, 0.004329715416360833, 3.5996533131578454)
737	733	lognorm	(0.8558762424474256, 0.09223451028214183, 3.4206357747723377)
737	735	lognorm	(0.3560728018353199, 0.259120194121801, 12.80394963191926)
737	736	lognorm	(0.8777505590775002, 0.19237137522476175, 3.2878218864771163)
737	866	lognorm	(0.16154004058965898, -3.947693651862231, 29.505772906696585)
738	192	lognorm	(0.8688874679608799, 0.039067754499944964, 3.561423938281692)
738	740	lognorm	(0.2525395630730273, -1.7481103532212572, 18.76750322416653)
738	742	lognorm	(0.7787431186680358, -0.08164613144934246, 3.4757077170229334)
738	746	lognorm	(0.5558457385015003, 0.004700017231550026, 6.94631341339573)
738	784	lognorm	(0.6229235910478754, 0.054072399959965586, 6.23264672988882)
738	920	lognorm	(0.8282796113126711, 0.005708097921897472, 3.5356180054947197)
739	193	lognorm	(0.8556395911837229, 0.11805721412220636, 3.429330201449041)
739	419	lognorm	(0.5328206476763588, -0.20286014090199062, 7.098545373795549)
739	740	lognorm	(0.7993528437697253, 0.11696988032570767, 4.122343873195229)
739	741	lognorm	(0.8417343250589671, 0.06854515430282568, 3.383031740756544)
739	921	lognorm	(0.8126831832951682, -0.03234887934741376, 3.552775491452899)
740	194	lognorm	(0.8521432145369304, 0.06368582420192592, 3.4591691739714996)
740	738	lognorm	(0.6986598470593023, 0.015801641997953416, 5.04114961401937)
740	739	lognorm	(0.3752667997614184, -0.9328054971898474, 12.083079480016307)
740	742	lognorm	(0.8309003871302663, 0.048255641919016226, 3.637252377839621)
740	920	lognorm	(0.8853974395062401, 0.07268659608240616, 3.425877715586353)
741	195	lognorm	(0.8536598043864034, 0.040446586669926135, 3.5282320733203942)
741	739	lognorm	(0.8690349952295029, 0.15903093409466712, 3.304699344388344)
741	742	lognorm	(0.19638165854094525, 0.7893115003452431, 33.5659669097778)
741	743	lognorm	(0.6680874741100211, 0.03884605591829807, 5.274466731232543)
741	747	lognorm	(0.6475595304816606, -0.15632306103547605, 5.390072095916969)
742	196	lognorm	(0.8383665159758382, -0.006216964952204598, 3.5733200725893033)
742	738	lognorm	(0.8864749803159537, 0.14310207490402582, 3.42107075119669)
742	740	lognorm	(0.828650309366777, 0.04072730082045767, 3.5658218272388202)
742	741	gamma	(20.685206399161636, 6.037469970340084, 1.2457983512827724)
742	748	lognorm	(0.6177885647815271, 0.1289881421871656, 6.14865517956706)
743	197	lognorm	(0.8693312091076006, 0.081526627813124, 3.3978272590085243)
743	419	lognorm	(0.8438219098518064, 0.010288887143895982, 3.565983615370934)
743	741	lognorm	(0.5213458498353462, -0.025890253614756557, 8.62211021249976)
743	744	lognorm	(0.8414688468216247, 0.04948782281624579, 3.5183755550080846)
743	745	lognorm	(0.8477106591172033, -0.01849840271804039, 3.5240125209762665)
743	751	lognorm	(0.7107225863461812, -0.19554570835519208, 4.783139096177253)
743	752	lognorm	(0.6050114002991567, 0.1285623454612514, 6.442133392445022)
743	921	lognorm	(0.8365087184552973, 0.05222477696445481, 3.4460919267037653)
743	922	lognorm	(0.33612161919327643, 0.3314353400918525, 13.5906648773727)
744	198	lognorm	(0.8235597203409508, 0.011480524725638559, 3.6769600573828116)
744	743	lognorm	(0.7801764450865796, -0.042584675001656136, 4.005122927829341)
744	745	lognorm	(0.6903548201795562, -0.12930198079787114, 4.7537646678488255)
744	922	lognorm	(0.18637212791173363, -10.16391594602916, 85.57647372968225)
745	199	lognorm	(0.8518818937296846, 0.040973796580795266, 3.4086191319552372)
745	743	lognorm	(0.8149974750487804, 0.11053975123202625, 3.3186652802555328)
745	744	lognorm	(0.7713430746351421, -0.13716073498083176, 3.949055661797612)
745	755	lognorm	(0.18317338673519534, -1.3684226873668388, 40.05507985364089)
746	200	lognorm	(0.8715202600778116, 0.1220187566013095, 3.3768887166344745)
746	738	lognorm	(0.8731272854613891, 0.09925352899415332, 3.3630691471788907)
746	748	lognorm	(0.6550679366306289, -0.02220545306683714, 5.534567422557034)
746	750	lognorm	(0.5239736628732641, -0.04812834659274476, 7.482342017162814)
746	757	lognorm	(0.4789160776751513, 0.5092175417202862, 9.25663661476193)
746	792	lognorm	(0.18737514099409955, -1.7303705115489902, 40.4791124095226)
747	201	lognorm	(0.7804930938810873, -0.09626066993678348, 3.738548851383391)
747	741	lognorm	(0.8733654074159924, 0.08646489479891646, 3.447922999225952)
747	748	lognorm	(0.8249539387479108, 0.013802165010996584, 3.649836514124832)
747	749	gamma	(3.4915454461605853, 3.2918903641714357, 2.603927104473706)
747	752	lognorm	(0.4857481660970877, 0.576727398937031, 8.381720097474123)
748	202	lognorm	(0.855937161407508, 0.04794010104607267, 3.458973667653245)
748	742	lognorm	(0.7789466708845821, 0.03988269885571179, 3.8639284366098963)
748	746	lognorm	(0.3558529373217307, -0.8914373895193333, 12.674421995876346)
748	747	lognorm	(0.6684199561600928, 0.18978254412456463, 5.451939653263498)
748	750	lognorm	(0.8603499588378616, 0.16914698789600474, 3.2381114587346236)
749	203	lognorm	(0.7726146322932695, -0.09238207681970648, 3.629541143628145)
